gene_id,chromosome,strand,tss_position,extracted_start,extracted_end,sequence_length
AT3G49910,3,+,18504164,18503165,18504164,1000
AT3G49920,3,-,18507835,18507835,18508834,1000
AT3G49930,3,+,18510056,18509057,18510056,1000
AT3G49940,3,+,18514266,18513267,18514266,1000
AT3G49950,3,+,18522466,18521467,18522466,1000
AT3G49960,3,-,18525792,18525792,18526791,1000
AT3G49970,3,-,18529525,18529525,18530524,1000
AT3G49980,3,-,18531634,18531634,18532633,1000
AT3G49990,3,-,18534415,18534415,18535414,1000
AT3G50000,3,+,18534450,18533451,18534450,1000
AT3G50010,3,-,18539648,18539648,18540647,1000
AT3G50020,3,-,18542690,18542690,18543689,1000
AT3G50030,3,-,18548240,18548240,18549239,1000
AT3G50040,3,-,18551375,18551375,18552374,1000
AT3G50050,3,-,18557460,18557460,18558459,1000
AT3G50060,3,-,18559326,18559326,18560325,1000
AT3G50070,3,-,18566834,18566834,18567833,1000
AT3G50080,3,+,18572624,18571625,18572624,1000
AT3G50090,3,+,18575432,18574433,18575432,1000
AT3G50100,3,+,18578306,18577307,18578306,1000
AT3G50110,3,-,18584813,18584813,18585812,1000
AT3G50120,3,-,18587352,18587352,18588351,1000
AT3G50123,3,+,18587974,18586975,18587974,1000
AT3G50130,3,-,18591273,18591273,18592272,1000
AT3G50140,3,-,18594715,18594715,18595714,1000
AT3G50150,3,-,18597646,18597646,18598645,1000
AT3G50160,3,-,18601009,18601009,18602008,1000
AT3G50170,3,-,18603840,18603840,18604839,1000
AT3G50180,3,-,18607162,18607162,18608161,1000
AT3G50190,3,-,18611263,18611263,18612262,1000
AT3G50200,3,-,18613435,18613435,18614434,1000
AT3G50210,3,-,18616489,18616489,18617488,1000
AT3G50220,3,-,18618816,18618816,18619815,1000
AT3G50230,3,+,18620450,18619451,18620450,1000
AT3G50240,3,-,18628914,18628914,18629913,1000
AT3G50250,3,-,18630478,18630478,18631477,1000
AT3G50260,3,+,18634546,18633547,18634546,1000
AT3G50270,3,+,18635758,18634759,18635758,1000
AT3G50280,3,+,18637735,18636736,18637735,1000
AT3G50290,3,+,18639672,18638673,18639672,1000
AT3G50300,3,+,18643860,18642861,18643860,1000
AT3G50310,3,-,18649521,18649521,18650520,1000
AT3G50320,3,-,18654717,18654717,18655716,1000
AT3G50330,3,-,18658377,18658377,18659376,1000
AT3G50340,3,-,18666691,18666691,18667690,1000
AT3G50350,3,+,18672102,18671103,18672102,1000
AT3G50360,3,+,18674137,18673138,18674137,1000
AT3G50370,3,-,18684377,18684377,18685376,1000
AT3G50373,3,-,18685121,18685121,18686120,1000
AT3G50380,3,-,18700710,18700710,18701709,1000
AT3G50390,3,+,18702060,18701061,18702060,1000
AT3G50400,3,+,18704764,18703765,18704764,1000
AT3G50410,3,+,18709613,18708614,18709613,1000
AT3G50420,3,-,18713649,18713649,18714648,1000
AT3G50430,3,+,18713676,18712677,18713676,1000
AT3G50440,3,-,18718396,18718396,18719395,1000
AT3G50450,3,+,18722234,18721235,18722234,1000
AT3G50460,3,+,18727666,18726667,18727666,1000
AT3G50470,3,+,18728935,18727936,18728935,1000
AT3G50480,3,+,18733021,18732022,18733021,1000
AT3G50500,3,-,18744174,18744174,18745173,1000
AT3G50510,3,-,18746045,18746045,18747044,1000
AT3G50520,3,+,18747954,18746955,18747954,1000
AT3G50530,3,+,18753337,18752338,18753337,1000
AT3G50540,3,+,18757749,18756750,18757749,1000
AT3G50550,3,+,18759348,18758349,18759348,1000
AT3G50560,3,-,18764056,18764056,18765055,1000
AT3G50570,3,-,18767607,18767607,18768606,1000
AT3G50580,3,-,18769519,18769519,18770518,1000
AT3G50590,3,+,18770872,18769873,18770872,1000
AT3G50610,3,-,18780514,18780514,18781513,1000
AT3G50620,3,-,18786952,18786952,18787951,1000
AT3G50630,3,+,18800306,18799307,18800306,1000
AT3G50640,3,-,18804731,18804731,18805730,1000
AT3G50650,3,-,18808243,18808243,18809242,1000
AT3G50660,3,-,18817405,18817405,18818404,1000
AT3G50670,3,-,18829684,18829684,18830683,1000
AT3G50685,3,-,18834834,18834834,18835833,1000
AT3G50690,3,-,18837395,18837395,18838394,1000
AT3G50700,3,+,18840411,18839412,18840411,1000
AT3G50710,3,-,18846905,18846905,18847904,1000
AT3G50720,3,-,18849430,18849430,18850429,1000
AT3G50730,3,-,18853137,18853137,18854136,1000
AT3G50740,3,-,18857040,18857040,18858039,1000
AT3G50750,3,-,18863397,18863397,18864396,1000
AT3G50760,3,+,18867834,18866835,18867834,1000
AT3G50770,3,+,18873911,18872912,18873911,1000
AT3G50780,3,-,18877744,18877744,18878743,1000
AT3G50790,3,-,18882237,18882237,18883236,1000
AT3G50800,3,-,18883033,18883033,18884032,1000
AT3G50808,3,-,18888047,18888047,18889046,1000
AT3G50810,3,-,18890263,18890263,18891262,1000
AT3G50820,3,-,18892508,18892508,18893507,1000
AT3G50830,3,-,18895587,18895587,18896586,1000
AT3G50840,3,-,18898680,18898680,18899679,1000
AT3G50845,3,-,18901209,18901209,18902208,1000
AT3G50850,3,-,18902152,18902152,18903151,1000
AT3G50860,3,+,18901997,18900998,18901997,1000
AT3G50870,3,+,18910947,18909948,18910947,1000
AT3G50880,3,+,18913310,18912311,18913310,1000
AT3G50890,3,+,18916014,18915015,18916014,1000
AT3G50900,3,+,18917782,18916783,18917782,1000
AT3G50910,3,+,18919327,18918328,18919327,1000
AT3G50920,3,-,18923772,18923772,18924771,1000
AT3G50925,3,-,18926083,18926083,18927082,1000
AT3G50930,3,+,18929526,18928527,18929526,1000
AT3G50940,3,+,18933751,18932752,18933751,1000
AT3G50950,3,+,18935674,18934675,18935674,1000
AT3G50960,3,-,18940428,18940428,18941427,1000
AT3G50970,3,+,18940643,18939644,18940643,1000
AT3G50980,3,+,18941925,18940926,18941925,1000
AT3G50990,3,+,18943135,18942136,18943135,1000
AT3G51000,3,-,18946621,18946621,18947620,1000
AT3G51010,3,-,18948197,18948197,18949196,1000
AT3G51020,3,+,18949645,18948646,18949645,1000
AT3G51030,3,-,18952109,18952109,18953108,1000
AT3G51040,3,-,18953801,18953801,18954800,1000
AT3G51050,3,+,18953842,18952843,18953842,1000
AT3G51060,3,+,18964129,18963130,18964129,1000
AT3G51070,3,+,18969068,18968069,18969068,1000
AT3G51080,3,+,18973126,18972127,18973126,1000
AT3G51090,3,-,18980053,18980053,18981052,1000
AT3G51100,3,-,18982407,18982407,18983406,1000
AT3G51110,3,+,18983626,18982627,18983626,1000
AT3G51120,3,-,18992074,18992074,18993073,1000
AT3G51130,3,+,18994026,18993027,18994026,1000
AT3G51140,3,+,18997600,18996601,18997600,1000
AT3G51150,3,+,19000677,18999678,19000677,1000
AT3G51160,3,-,19008724,19008724,19009723,1000
AT3G51171,3,+,19010805,19009806,19010805,1000
AT3G51180,3,+,19013389,19012390,19013389,1000
AT3G51190,3,-,19017547,19017547,19018546,1000
AT3G51200,3,-,19019173,19019173,19020172,1000
AT3G51210,3,+,19020886,19019887,19020886,1000
AT3G51220,3,-,19022647,19022647,19023646,1000
AT3G51230,3,-,19024352,19024352,19025351,1000
AT3G51240,3,+,19025192,19024193,19025192,1000
AT3G51250,3,+,19028106,19027107,19028106,1000
AT3G51260,3,+,19030926,19029927,19030926,1000
AT3G51270,3,+,19033542,19032543,19033542,1000
AT3G51280,3,+,19037140,19036141,19037140,1000
AT3G51290,3,+,19039512,19038513,19039512,1000
AT3G51300,3,+,19042858,19041859,19042858,1000
AT3G51310,3,-,19049454,19049454,19050453,1000
AT3G51320,3,-,19051647,19051647,19052646,1000
AT3G51325,3,+,19051829,19050830,19051829,1000
AT3G51330,3,-,19056447,19056447,19057446,1000
AT3G51340,3,-,19060087,19060087,19061086,1000
AT3G51350,3,-,19063538,19063538,19064537,1000
AT3G51360,3,-,19066734,19066734,19067733,1000
AT3G51370,3,+,19069127,19068128,19069127,1000
AT3G51380,3,-,19074815,19074815,19075814,1000
AT3G51390,3,+,19075544,19074545,19075544,1000
AT3G51400,3,-,19078955,19078955,19079954,1000
AT3G51410,3,-,19082613,19082613,19083612,1000
AT3G51420,3,+,19083980,19082981,19083980,1000
AT3G51430,3,+,19086344,19085345,19086344,1000
AT3G51440,3,+,19089026,19088027,19089026,1000
AT3G51450,3,+,19090947,19089948,19090947,1000
AT3G51460,3,+,19092518,19091519,19092518,1000
AT3G51470,3,-,19099849,19099849,19100848,1000
AT3G51480,3,+,19100676,19099677,19100676,1000
AT3G51490,3,-,19107797,19107797,19108796,1000
AT3G51500,3,+,19108080,19107081,19108080,1000
AT3G51510,3,+,19108990,19107991,19108990,1000
AT3G51520,3,+,19110596,19109597,19110596,1000
AT3G51530,3,-,19114643,19114643,19115642,1000
AT3G51540,3,+,19115184,19114185,19115184,1000
AT3G51550,3,-,19120949,19120949,19121948,1000
AT3G51560,3,-,19125913,19125913,19126912,1000
AT3G51570,3,+,19126329,19125330,19126329,1000
AT3G51580,3,-,19133435,19133435,19134434,1000
AT3G51590,3,-,19136675,19136675,19137674,1000
AT3G51600,3,-,19139423,19139423,19140422,1000
AT3G51610,3,-,19142125,19142125,19143124,1000
AT3G51620,3,+,19143334,19142335,19143334,1000
AT3G51630,3,+,19148871,19147872,19148871,1000
AT3G51640,3,+,19153734,19152735,19153734,1000
AT3G51642,3,-,19158149,19158149,19159148,1000
AT3G51644,3,-,19158495,19158495,19159494,1000
AT3G51650,3,+,19158851,19157852,19158851,1000
AT3G51660,3,-,19165322,19165322,19166321,1000
AT3G51670,3,+,19168672,19167673,19168672,1000
AT3G51680,3,-,19174739,19174739,19175738,1000
AT3G51690,3,-,19178161,19178161,19179160,1000
AT3G51700,3,-,19181189,19181189,19182188,1000
AT3G51710,3,+,19182289,19181290,19182289,1000
AT3G51720,3,+,19184926,19183927,19184926,1000
AT3G51730,3,+,19186666,19185667,19186666,1000
AT3G51740,3,+,19188844,19187845,19188844,1000
AT3G51750,3,-,19197356,19197356,19198355,1000
AT3G51760,3,-,19199516,19199516,19200515,1000
AT3G51770,3,-,19204464,19204464,19205463,1000
AT3G51780,3,-,19208648,19208648,19209647,1000
AT3G51790,3,-,19210849,19210849,19211848,1000
AT3G51800,3,-,19213776,19213776,19214775,1000
AT3G51810,3,+,19214722,19213723,19214722,1000
AT3G51820,3,-,19219128,19219128,19220127,1000
AT3G51830,3,+,19220116,19219117,19220116,1000
AT3G51840,3,-,19229341,19229341,19230340,1000
AT3G51850,3,+,19232358,19231359,19232358,1000
AT3G51860,3,+,19239305,19238306,19239305,1000
AT3G51870,3,+,19243902,19242903,19243902,1000
AT3G51880,3,-,19249200,19249200,19250199,1000
AT3G51890,3,-,19251112,19251112,19252111,1000
AT3G51895,3,-,19255922,19255922,19256921,1000
AT3G51910,3,+,19265141,19264142,19265141,1000
AT3G51920,3,-,19269658,19269658,19270657,1000
AT3G51930,3,+,19271347,19270348,19271347,1000
AT3G51940,3,-,19275338,19275338,19276337,1000
AT3G51950,3,-,19281393,19281393,19282392,1000
AT3G51960,3,-,19284210,19284210,19285209,1000
AT3G51970,3,+,19284339,19283340,19284339,1000
AT3G51980,3,-,19287552,19287552,19288551,1000
AT3G51990,3,+,19287757,19286758,19287757,1000
AT3G52000,3,+,19293010,19292011,19293010,1000
AT3G52010,3,+,19296183,19295184,19296183,1000
AT3G52020,3,+,19299309,19298310,19299309,1000
AT3G52030,3,+,19301778,19300779,19301778,1000
AT3G52040,3,-,19304861,19304861,19305860,1000
AT3G52050,3,+,19304886,19303887,19304886,1000
AT3G52060,3,-,19312281,19312281,19313280,1000
AT3G52070,3,+,19312718,19311719,19312718,1000
AT3G52075,3,-,19313420,19313420,19314419,1000
AT3G52080,3,+,19314966,19313967,19314966,1000
AT3G52090,3,-,19319123,19319123,19320122,1000
AT3G52100,3,+,19319223,19318224,19319223,1000
AT3G52105,3,+,19323158,19322159,19323158,1000
AT3G52110,3,-,19325895,19325895,19326894,1000
AT3G52115,3,+,19326035,19325036,19326035,1000
AT3G52120,3,+,19328490,19327491,19328490,1000
AT3G52130,3,-,19332597,19332597,19333596,1000
AT3G52140,3,+,19332828,19331829,19332828,1000
AT3G52150,3,+,19342014,19341015,19342014,1000
AT3G52155,3,+,19343537,19342538,19343537,1000
AT3G52160,3,-,19346668,19346668,19347667,1000
AT3G52170,3,-,19349555,19349555,19350554,1000
AT3G52180,3,-,19353728,19353728,19354727,1000
AT3G52190,3,-,19357261,19357261,19358260,1000
AT3G52200,3,+,19360129,19359130,19360129,1000
AT3G52210,3,+,19366984,19365985,19366984,1000
AT3G52220,3,-,19371074,19371074,19372073,1000
AT3G52230,3,+,19371135,19370136,19371135,1000
AT3G52240,3,-,19375960,19375960,19376959,1000
AT3G52250,3,+,19376138,19375139,19376138,1000
AT3G52260,3,-,19386553,19386553,19387552,1000
AT3G52270,3,-,19388944,19388944,19389943,1000
AT3G52280,3,-,19391424,19391424,19392423,1000
AT3G52290,3,+,19393768,19392769,19393768,1000
AT3G52300,3,+,19396424,19395425,19396424,1000
AT3G52310,3,+,19399188,19398189,19399188,1000
AT3G52320,3,-,19404192,19404192,19405191,1000
AT3G52330,3,-,19406207,19406207,19407206,1000
AT3G52340,3,+,19406853,19405854,19406853,1000
AT3G52350,3,-,19410148,19410148,19411147,1000
AT3G52360,3,+,19412019,19411020,19412019,1000
AT3G52370,3,+,19417372,19416373,19417372,1000
AT3G52380,3,+,19421397,19420398,19421397,1000
AT3G52390,3,-,19425257,19425257,19426256,1000
AT3G52400,3,-,19427230,19427230,19428229,1000
AT3G52420,3,+,19429686,19428687,19429686,1000
AT3G52430,3,+,19431095,19430096,19431095,1000
AT3G52440,3,+,19435122,19434123,19435122,1000
AT3G52450,3,-,19442427,19442427,19443426,1000
AT3G52460,3,+,19446637,19445638,19446637,1000
AT3G52470,3,+,19450506,19449507,19450506,1000
AT3G52480,3,-,19453212,19453212,19454211,1000
AT3G52490,3,-,19459203,19459203,19460202,1000
AT3G52500,3,-,19467455,19467455,19468454,1000
AT3G52510,3,-,19470813,19470813,19471812,1000
AT3G52520,3,+,19473339,19472340,19473339,1000
AT3G52525,3,+,19474945,19473946,19474945,1000
AT3G52526,3,+,19484338,19483339,19484338,1000
AT3G52530,3,-,19486130,19486130,19487129,1000
AT3G52540,3,-,19489893,19489893,19490892,1000
AT3G52550,3,-,19492987,19492987,19493986,1000
AT3G52560,3,-,19496147,19496147,19497146,1000
AT3G52561,3,-,19497650,19497650,19498649,1000
AT3G52570,3,+,19501130,19500131,19501130,1000
AT3G52580,3,+,19503153,19502154,19503153,1000
AT3G52590,3,+,19505379,19504380,19505379,1000
AT3G52600,3,-,19509412,19509412,19510411,1000
AT3G52610,3,+,19510446,19509447,19510446,1000
AT3G52620,3,+,19513044,19512045,19513044,1000
AT3G52630,3,+,19513937,19512938,19513937,1000
AT3G52640,3,-,19520596,19520596,19521595,1000
AT3G52660,3,+,19521654,19520655,19521654,1000
AT3G52680,3,+,19526968,19525969,19526968,1000
AT3G52690,3,+,19530736,19529737,19530736,1000
AT3G52700,3,-,19538403,19538403,19539402,1000
AT3G52710,3,+,19534585,19533586,19534585,1000
AT3G52720,3,-,19542286,19542286,19543285,1000
AT3G52730,3,-,19544365,19544365,19545364,1000
AT3G52740,3,-,19547171,19547171,19548170,1000
AT3G52750,3,-,19553136,19553136,19554135,1000
AT3G52760,3,-,19554858,19554858,19555857,1000
AT3G52770,3,-,19559323,19559323,19560322,1000
AT3G52780,3,-,19564350,19564350,19565349,1000
AT3G52790,3,-,19566492,19566492,19567491,1000
AT3G52800,3,+,19569256,19568257,19569256,1000
AT3G52810,3,-,19573733,19573733,19574732,1000
AT3G52820,3,-,19577141,19577141,19578140,1000
AT3G52830,3,+,19578005,19577006,19578005,1000
AT3G52840,3,+,19581049,19580050,19581049,1000
AT3G52850,3,+,19587756,19586757,19587756,1000
AT3G52860,3,-,19592768,19592768,19593767,1000
AT3G52870,3,-,19595834,19595834,19596833,1000
AT3G52880,3,-,19604597,19604597,19605596,1000
AT3G52890,3,+,19607897,19606898,19607897,1000
AT3G52900,3,+,19613078,19612079,19613078,1000
AT3G52905,3,-,19615754,19615754,19616753,1000
AT3G52910,3,-,19618507,19618507,19619506,1000
AT3G52920,3,+,19624278,19623279,19624278,1000
AT3G52930,3,-,19629204,19629204,19630203,1000
AT3G52940,3,-,19633328,19633328,19634327,1000
AT3G52941,3,-,19633473,19633473,19634472,1000
AT3G52950,3,+,19634331,19633332,19634331,1000
AT3G52960,3,+,19639549,19638550,19639549,1000
AT3G52970,3,-,19643282,19643282,19644281,1000
AT3G52980,3,+,19645660,19644661,19645660,1000
AT3G52990,3,+,19648711,19647712,19648711,1000
AT3G53000,3,+,19653910,19652911,19653910,1000
AT3G53010,3,-,19658124,19658124,19659123,1000
AT3G53020,3,-,19662025,19662025,19663024,1000
AT3G53030,3,+,19662195,19661196,19662195,1000
AT3G53040,3,-,19666497,19666497,19667496,1000
AT3G53050,3,+,19669084,19668085,19669084,1000
AT3G53060,3,+,19670166,19669167,19670166,1000
AT3G53065,3,+,19672726,19671727,19672726,1000
AT3G53070,3,+,19674533,19673534,19674533,1000
AT3G53075,3,+,19676310,19675311,19676310,1000
AT3G53080,3,+,19677938,19676939,19677938,1000
AT3G53090,3,+,19679177,19678178,19679177,1000
AT3G53100,3,-,19686984,19686984,19687983,1000
AT3G53110,3,+,19687740,19686741,19687740,1000
AT3G53120,3,-,19692578,19692578,19693577,1000
AT3G53130,3,+,19692757,19691758,19692757,1000
AT3G53140,3,+,19695643,19694644,19695643,1000
AT3G53150,3,-,19699392,19699392,19700391,1000
AT3G53160,3,-,19703976,19703976,19704975,1000
AT3G53170,3,-,19706536,19706536,19707535,1000
AT3G53180,3,+,19706820,19705821,19706820,1000
AT3G53190,3,+,19713799,19712800,19713799,1000
AT3G53200,3,-,19719507,19719507,19720506,1000
AT3G53210,3,+,19720077,19719078,19720077,1000
AT3G53220,3,+,19721937,19720938,19721937,1000
AT3G53230,3,+,19723350,19722351,19723350,1000
AT3G53232,3,-,19731519,19731519,19732518,1000
AT3G53240,3,+,19733766,19732767,19733766,1000
AT3G53235,3,-,19734695,19734695,19735694,1000
AT3G53250,3,+,19742687,19741688,19742687,1000
AT3G53260,3,-,19747114,19747114,19748113,1000
AT3G53270,3,-,19753280,19753280,19754279,1000
AT3G53280,3,+,19755689,19754690,19755689,1000
AT3G53290,3,+,19758157,19757158,19758157,1000
AT3G53294,3,-,19760108,19760108,19761107,1000
AT3G53300,3,+,19760475,19759476,19760475,1000
AT3G53305,3,+,19763618,19762619,19763618,1000
AT3G53310,3,-,19768786,19768786,19769785,1000
AT3G53320,3,-,19772453,19772453,19773452,1000
AT3G53330,3,+,19772930,19771931,19772930,1000
AT3G53340,3,-,19776289,19776289,19777288,1000
AT3G53342,3,+,19777087,19776088,19777087,1000
AT3G53350,3,-,19782750,19782750,19783749,1000
AT3G53360,3,+,19783849,19782850,19783849,1000
AT3G53370,3,-,19788907,19788907,19789906,1000
AT3G53380,3,-,19791695,19791695,19792694,1000
AT3G53390,3,+,19792466,19791467,19792466,1000
AT3G53400,3,+,19798107,19797108,19798107,1000
AT3G53410,3,-,19802328,19802328,19803327,1000
AT3G53420,3,-,19805730,19805730,19806729,1000
AT3G53430,3,-,19810520,19810520,19811519,1000
AT3G53440,3,+,19810655,19809656,19810655,1000
AT3G53450,3,-,19815666,19815666,19816665,1000
AT3G53460,3,-,19821519,19821519,19822518,1000
AT3G53470,3,+,19822679,19821680,19822679,1000
AT3G53480,3,+,19825267,19824268,19825267,1000
AT3G53490,3,+,19832448,19831449,19832448,1000
AT3G53500,3,-,19837088,19837088,19838087,1000
AT3G53510,3,-,19839983,19839983,19840982,1000
AT3G53520,3,+,19841374,19840375,19841374,1000
AT3G53530,3,+,19845097,19844098,19845097,1000
AT3G53540,3,-,19851045,19851045,19852044,1000
AT3G53550,3,+,19856870,19855871,19856870,1000
AT3G53560,3,-,19861178,19861178,19862177,1000
AT3G53570,3,-,19864588,19864588,19865587,1000
AT3G53580,3,+,19864631,19863632,19864631,1000
AT3G53590,3,-,19872749,19872749,19873748,1000
AT3G53600,3,+,19875375,19874376,19875375,1000
AT3G53610,3,-,19878792,19878792,19879791,1000
AT3G53611,3,+,19878542,19877543,19878542,1000
AT3G53620,3,+,19880504,19879505,19880504,1000
AT3G53630,3,+,19883787,19882788,19883787,1000
AT3G53640,3,-,19888935,19888935,19889934,1000
AT3G53650,3,+,19889297,19888298,19889297,1000
AT3G53670,3,+,19890364,19889365,19890364,1000
AT3G53680,3,-,19897955,19897955,19898954,1000
AT3G53690,3,-,19900235,19900235,19901234,1000
AT3G53700,3,+,19900240,19899241,19900240,1000
AT3G53710,3,-,19905590,19905590,19906589,1000
AT3G53720,3,-,19910244,19910244,19911243,1000
AT3G53730,3,-,19913515,19913515,19914514,1000
AT3G53740,3,-,19915066,19915066,19916065,1000
AT3G53750,3,+,19915257,19914258,19915257,1000
AT3G53760,3,-,19922512,19922512,19923511,1000
AT3G53770,3,+,19923304,19922305,19923304,1000
AT3G53780,3,-,19927026,19927026,19928025,1000
AT3G53790,3,+,19928478,19927479,19928478,1000
AT3G53800,3,+,19930798,19929799,19930798,1000
AT3G53810,3,-,19935392,19935392,19936391,1000
AT3G53820,3,+,19938564,19937565,19938564,1000
AT3G53830,3,+,19940499,19939500,19940499,1000
AT3G53840,3,+,19945571,19944572,19945571,1000
AT3G53850,3,-,19949346,19949346,19950345,1000
AT3G53860,3,-,19951350,19951350,19952349,1000
AT3G53870,3,+,19951424,19950425,19951424,1000
AT3G53880,3,+,19953117,19952118,19953117,1000
AT3G53890,3,-,19956449,19956449,19957448,1000
AT3G53900,3,-,19959075,19959075,19960074,1000
AT3G53910,3,-,19960446,19960446,19961445,1000
AT3G53920,3,-,19963980,19963980,19964979,1000
AT3G53930,3,+,19966149,19965150,19966149,1000
AT3G53940,3,-,19973769,19973769,19974768,1000
AT3G53950,3,+,19975339,19974340,19975339,1000
AT3G53960,3,-,19981086,19981086,19982085,1000
AT3G53970,3,+,19985087,19984088,19985087,1000
AT3G53980,3,-,19988463,19988463,19989462,1000
AT3G53990,3,-,19991186,19991186,19992185,1000
AT3G54000,3,+,19996177,19995178,19996177,1000
AT3G54010,3,+,20000821,19999822,20000821,1000
AT3G54020,3,+,20005616,20004617,20005616,1000
AT3G54030,3,+,20010927,20009928,20010927,1000
AT3G54040,3,-,20015653,20015653,20016652,1000
AT3G54050,3,+,20016837,20015838,20016837,1000
AT3G54060,3,-,20020926,20020926,20021925,1000
AT3G54065,3,-,20022235,20022235,20023234,1000
AT3G54070,3,-,20023603,20023603,20024602,1000
AT3G54080,3,+,20025267,20024268,20025267,1000
AT3G54085,3,-,20027991,20027991,20028990,1000
AT3G54090,3,+,20028052,20027053,20028052,1000
AT3G54100,3,-,20038200,20038200,20039199,1000
AT3G54110,3,+,20038670,20037671,20038670,1000
AT3G54120,3,-,20042340,20042340,20043339,1000
AT3G54130,3,-,20044580,20044580,20045579,1000
AT3G54140,3,-,20048745,20048745,20049744,1000
AT3G54150,3,-,20052931,20052931,20053930,1000
AT3G54160,3,+,20053020,20052021,20053020,1000
AT3G54170,3,+,20056664,20055665,20056664,1000
AT3G54180,3,+,20059671,20058672,20059671,1000
AT3G54190,3,-,20064161,20064161,20065160,1000
AT3G54200,3,+,20065607,20064608,20065607,1000
AT3G54210,3,-,20068614,20068614,20069613,1000
AT3G54220,3,+,20069987,20068988,20069987,1000
AT3G54230,3,+,20073028,20072029,20073028,1000
AT3G54240,3,+,20080856,20079857,20080856,1000
AT3G54250,3,-,20084762,20084762,20085761,1000
AT3G54260,3,-,20086967,20086967,20087966,1000
AT3G54270,3,-,20089861,20089861,20090860,1000
AT3G54280,3,+,20091852,20090853,20091852,1000
AT3G54290,3,-,20106215,20106215,20107214,1000
AT3G54300,3,-,20110883,20110883,20111882,1000
AT3G54310,3,-,20112944,20112944,20113943,1000
AT3G54320,3,+,20114488,20113489,20114488,1000
AT3G54340,3,-,20121314,20121314,20122313,1000
AT3G54350,3,-,20126981,20126981,20127980,1000
AT3G54360,3,-,20131968,20131968,20132967,1000
AT3G54363,3,-,20132535,20132535,20133534,1000
AT3G54380,3,-,20137007,20137007,20138006,1000
AT3G54390,3,-,20139244,20139244,20140243,1000
AT3G54400,3,-,20142763,20142763,20143762,1000
AT3G54410,3,+,20144398,20143399,20144398,1000
AT3G54420,3,+,20145905,20144906,20145905,1000
AT3G54430,3,-,20148221,20148221,20149220,1000
AT3G54440,3,-,20157199,20157199,20158198,1000
AT3G54450,3,+,20158440,20157441,20158440,1000
AT3G54460,3,-,20167326,20167326,20168325,1000
AT3G54470,3,-,20170320,20170320,20171319,1000
AT3G54480,3,-,20173530,20173530,20174529,1000
AT3G54490,3,+,20173605,20172606,20173605,1000
AT3G54500,3,-,20179070,20179070,20180069,1000
AT3G54510,3,+,20180007,20179008,20180007,1000
AT3G54520,3,-,20185202,20185202,20186201,1000
AT3G54530,3,-,20187637,20187637,20188636,1000
AT3G54540,3,+,20189794,20188795,20189794,1000
AT3G54550,3,-,20194663,20194663,20195662,1000
AT3G54560,3,+,20196140,20195141,20196140,1000
AT3G54570,3,-,20199202,20199202,20200201,1000
AT3G54580,3,-,20203919,20203919,20204918,1000
AT3G54590,3,+,20206128,20205129,20206128,1000
AT3G54600,3,+,20210792,20209793,20210792,1000
AT3G54610,3,+,20213406,20212407,20213406,1000
AT3G54620,3,-,20220497,20220497,20221496,1000
AT3G54630,3,-,20223028,20223028,20224027,1000
AT3G54640,3,-,20225523,20225523,20226522,1000
AT3G54650,3,-,20229214,20229214,20230213,1000
AT3G54660,3,-,20233211,20233211,20234210,1000
AT3G54670,3,+,20235506,20234507,20235506,1000
AT3G54680,3,+,20244284,20243285,20244284,1000
AT3G54690,3,+,20246504,20245505,20246504,1000
AT3G54700,3,-,20250948,20250948,20251947,1000
AT3G54710,3,+,20251812,20250813,20251812,1000
AT3G54720,3,-,20257916,20257916,20258915,1000
AT3G54730,3,+,20259003,20258004,20259003,1000
AT3G54740,3,+,20262175,20261176,20262175,1000
AT3G54750,3,-,20268885,20268885,20269884,1000
AT3G54760,3,-,20272504,20272504,20273503,1000
AT3G54770,3,-,20276016,20276016,20277015,1000
AT3G54780,3,+,20278798,20277799,20278798,1000
AT3G54790,3,-,20285290,20285290,20286289,1000
AT3G54800,3,+,20286070,20285071,20286070,1000
AT3G54810,3,+,20296130,20295131,20296130,1000
AT3G54820,3,+,20301759,20300760,20301759,1000
AT3G54826,3,+,20310269,20309270,20310269,1000
AT3G54830,3,-,20315887,20315887,20316886,1000
AT3G54840,3,+,20318412,20317413,20318412,1000
AT3G54850,3,+,20321353,20320354,20321353,1000
AT3G54860,3,-,20330030,20330030,20331029,1000
AT3G54870,3,+,20330680,20329681,20330680,1000
AT3G54880,3,-,20338598,20338598,20339597,1000
AT3G54890,3,-,20341176,20341176,20342175,1000
AT3G54900,3,-,20342464,20342464,20343463,1000
AT3G54910,3,-,20345594,20345594,20346593,1000
AT3G54920,3,+,20344785,20343786,20344785,1000
AT3G54925,3,-,20349980,20349980,20350979,1000
AT3G54930,3,-,20353007,20353007,20354006,1000
AT3G54940,3,+,20354351,20353352,20354351,1000
AT3G54950,3,-,20361560,20361560,20362559,1000
AT3G54960,3,-,20366874,20366874,20367873,1000
AT3G54970,3,-,20370131,20370131,20371130,1000
AT3G54980,3,+,20370205,20369206,20370205,1000
AT3G54990,3,-,20376522,20376522,20377521,1000
AT3G55000,3,+,20381460,20380461,20381460,1000
AT3G55005,3,+,20383896,20382897,20383896,1000
AT3G55010,3,+,20386597,20385598,20386597,1000
AT3G55020,3,-,20394987,20394987,20395986,1000
AT3G55030,3,+,20396597,20395598,20396597,1000
AT3G55040,3,-,20400346,20400346,20401345,1000
